Day_of_Week,Time_of_Day,Weather,Mood,Social_Context,Location,Sleep_Hours,Work_Intensity,Temperature_Preference,Milk_Type,Sugar_Level,Caffeine_Strength,Cup_Size,Spend_Amount_USD,Coffee_Type
Friday,Evening,Sunny,Tired,On a Date,Cafe,6.8,Low,Hot,Whole Milk,Medium,Light,Medium,3.36,Flat White
Friday,Evening,Sunny,Melancholic,Alone,Cafe,4.5,Medium,Hot,None (Black),Low,Medium,Medium,3.02,Latte
Sunday,Morning,Cold/Snowy,Energetic,With Colleague,On-the-Go,6.6,High,Hot,Almond Milk,Medium,Light,Medium,5.89,Cappuccino
Friday,Afternoon,Sunny,Tired,Alone,On-the-Go,6.7,Low,Iced,Oat Milk,None,Medium,Medium,6.4,Cappuccino
Friday,Morning,Cloudy,Melancholic,Alone,Office,6.7,Medium,Iced,None (Black),Medium,Light,Medium,5.0,Cappuccino
Monday,Morning,Cold/Snowy,Tired,Alone,Office,6.2,Medium,Hot,Whole Milk,Medium,Strong,Medium,4.32,Espresso
Thursday,Night,Sunny,Stressed,Alone,Office,8.2,High,Hot,Oat Milk,Low,Medium,Small,4.66,Decaf Latte
Tuesday,Morning,Sunny,Energetic,Alone,Cafe,6.0,Medium,Hot,Almond Milk,Medium,Medium,Medium,4.44,Americano
Friday,Morning,Cloudy,Tired,Alone,Home,6.8,High,Hot,Almond Milk,Low,Medium,Large,7.3,Espresso
Thursday,Afternoon,Cold/Snowy,Energetic,Alone,On-the-Go,8.4,Medium,Hot,Oat Milk,Medium,Light,Large,6.34,Latte
Friday,Afternoon,Cold/Snowy,Stressed,Alone,Home,6.4,Medium,Iced,None (Black),None,Medium,Medium,3.54,Espresso
Monday,Morning,Rainy,Stressed,Alone,Office,6.8,Medium,Hot,Almond Milk,Low,Medium,Medium,4.42,Espresso
Monday,Afternoon,Cloudy,Tired,With Friends,On-the-Go,6.4,Medium,Hot,Oat Milk,High,Medium,Large,5.22,Americano
Friday,Afternoon,Sunny,Melancholic,With Colleague,Home,8.4,Low,Hot,Whole Milk,High,Strong,Medium,5.56,Iced Latte
Monday,Morning,Cold/Snowy,Tired,With Friends,Office,6.1,Medium,Hot,Whole Milk,None,Medium,Large,4.84,Americano
Monday,Morning,Cold/Snowy,Tired,Alone,Home,8.4,High,Hot,Whole Milk,Low,Strong,Large,6.55,Espresso
Monday,Afternoon,Sunny,Tired,On a Date,Office,6.3,Medium,Iced,Whole Milk,None,Medium,Medium,6.34,Frappuccino
Sunday,Morning,Sunny,Tired,With Colleague,Home,5.2,Medium,Hot,None (Black),Medium,Medium,Medium,5.03,Espresso
Friday,Evening,Sunny,Tired,Alone,Office,7.5,Medium,Hot,None (Black),Low,Medium,Small,6.77,Cappuccino
Wednesday,Evening,Sunny,Melancholic,Alone,Office,6.0,Medium,Hot,None (Black),Low,Strong,Small,6.26,Cappuccino
Tuesday,Night,Cloudy,Tired,With Friends,On-the-Go,7.4,Low,Iced,Whole Milk,None,Light,Large,6.39,Decaf Latte
Wednesday,Morning,Sunny,Tired,With Friends,On-the-Go,3.0,Medium,Hot,None (Black),High,Medium,Large,7.28,Espresso
Saturday,Night,Sunny,Tired,With Colleague,Home,6.5,Low,Hot,Oat Milk,Low,Medium,Small,3.83,Decaf Latte
Friday,Morning,Sunny,Stressed,With Friends,Cafe,5.8,Low,Iced,None (Black),None,Light,Medium,3.84,Espresso
Tuesday,Morning,Cold/Snowy,Relaxed,With Friends,Home,4.9,High,Iced,Almond Milk,Low,Light,Medium,6.94,Espresso
Tuesday,Morning,Rainy,Tired,On a Date,Home,5.7,Low,Hot,Oat Milk,None,Strong,Medium,6.36,Americano
Monday,Morning,Rainy,Tired,Alone,Home,5.6,High,Hot,Almond Milk,Medium,Light,Medium,7.13,Americano
Friday,Afternoon,Sunny,Tired,Alone,On-the-Go,6.4,Medium,Iced,Whole Milk,High,Light,Large,2.82,Americano
Saturday,Morning,Cold/Snowy,Tired,With Colleague,On-the-Go,4.4,High,Hot,None (Black),Medium,Strong,Small,5.64,Americano
Tuesday,Morning,Cloudy,Tired,Alone,Home,7.0,Low,Hot,Whole Milk,Low,Medium,Small,3.22,Espresso
Monday,Afternoon,Sunny,Energetic,With Colleague,Home,8.5,Medium,Hot,None (Black),Medium,Medium,Small,5.02,Iced Latte
Monday,Morning,Sunny,Tired,On a Date,Home,6.9,Medium,Hot,Almond Milk,Low,Medium,Medium,3.28,Americano
Sunday,Afternoon,Sunny,Energetic,With Friends,Office,7.7,High,Iced,None (Black),None,Medium,Medium,3.14,Iced Latte
Tuesday,Morning,Sunny,Tired,With Friends,Office,8.1,Medium,Hot,Whole Milk,High,Strong,Medium,2.56,Americano
Saturday,Evening,Rainy,Melancholic,Alone,Home,8.4,Medium,Hot,Oat Milk,Low,Medium,Medium,5.65,Latte
Friday,Evening,Cold/Snowy,Melancholic,Alone,Cafe,9.3,High,Iced,Almond Milk,Low,Strong,Medium,4.3,Latte
Wednesday,Morning,Rainy,Stressed,Alone,Office,5.8,Medium,Hot,Oat Milk,High,Light,Medium,3.03,Espresso
Tuesday,Morning,Cloudy,Energetic,With Friends,On-the-Go,5.4,Low,Hot,Whole Milk,None,Medium,Medium,4.11,Cappuccino
Monday,Morning,Rainy,Energetic,With Colleague,Cafe,7.7,Medium,Hot,Whole Milk,Medium,Decaf,Large,3.34,Latte
Friday,Evening,Cloudy,Energetic,With Friends,Office,7.6,Medium,Hot,Whole Milk,High,Light,Large,7.21,Latte
Saturday,Morning,Cloudy,Stressed,Alone,Cafe,7.7,Medium,Hot,None (Black),Low,Medium,Medium,4.1,Americano
Friday,Morning,Sunny,Energetic,Alone,Cafe,9.3,Medium,Hot,Oat Milk,None,Decaf,Medium,4.17,Espresso
Thursday,Morning,Sunny,Relaxed,With Colleague,Home,6.5,Low,Hot,Whole Milk,Low,Medium,Large,6.7,Cold Brew
Monday,Morning,Rainy,Melancholic,Alone,Office,7.1,Medium,Hot,None (Black),None,Strong,Small,5.74,Cold Brew
Sunday,Morning,Sunny,Tired,Alone,On-the-Go,5.0,High,Hot,Almond Milk,Low,Medium,Medium,6.05,Espresso
Saturday,Evening,Sunny,Stressed,With Colleague,Home,9.7,Medium,Hot,Whole Milk,Medium,Decaf,Medium,5.68,Cold Brew
Tuesday,Morning,Rainy,Tired,With Friends,Home,6.0,Medium,Hot,Oat Milk,Low,Medium,Small,7.23,Espresso
Sunday,Morning,Cold/Snowy,Tired,Alone,Office,6.0,Low,Hot,Oat Milk,Low,Strong,Small,3.54,Espresso
Friday,Evening,Rainy,Energetic,With Colleague,Cafe,6.0,Low,Hot,Oat Milk,Low,Medium,Medium,7.45,Espresso
Thursday,Evening,Cloudy,Tired,Alone,Cafe,5.5,Low,Iced,None (Black),Low,Medium,Medium,6.65,Latte
Friday,Morning,Rainy,Relaxed,On a Date,On-the-Go,5.4,Medium,Iced,None (Black),Medium,Light,Large,5.44,Espresso
Saturday,Morning,Cloudy,Tired,Alone,Office,5.7,Medium,Hot,Oat Milk,Low,Decaf,Large,5.81,Espresso
Friday,Morning,Rainy,Energetic,Alone,Home,4.5,High,Iced,Oat Milk,Medium,Medium,Small,5.74,Latte
Monday,Evening,Cold/Snowy,Stressed,With Colleague,Office,5.3,Low,Iced,Whole Milk,Low,Light,Medium,2.79,Latte
Wednesday,Morning,Rainy,Stressed,Alone,Cafe,9.4,Medium,Hot,Whole Milk,Low,Strong,Medium,3.59,Espresso
Sunday,Evening,Rainy,Energetic,With Friends,Home,7.6,Medium,Hot,None (Black),None,Medium,Medium,7.31,Cold Brew
Tuesday,Afternoon,Rainy,Relaxed,With Colleague,Home,7.9,Medium,Iced,Almond Milk,Low,Medium,Medium,5.17,Flat White
Wednesday,Afternoon,Rainy,Stressed,With Colleague,Home,8.3,High,Hot,None (Black),Medium,Strong,Medium,4.39,Cappuccino
Wednesday,Morning,Sunny,Energetic,On a Date,Office,9.3,Low,Hot,None (Black),None,Strong,Medium,6.31,Cappuccino
Wednesday,Morning,Sunny,Tired,Alone,On-the-Go,3.8,Low,Iced,Whole Milk,High,Medium,Medium,5.12,Espresso
Friday,Morning,Sunny,Energetic,With Friends,Cafe,4.7,Medium,Hot,None (Black),Low,Strong,Small,2.57,Cold Brew
Sunday,Morning,Cold/Snowy,Relaxed,Alone,On-the-Go,5.3,Medium,Hot,Almond Milk,High,Strong,Large,6.18,Latte
Tuesday,Afternoon,Sunny,Stressed,Alone,Home,5.8,Low,Hot,None (Black),None,Strong,Small,6.16,Flat White
Monday,Night,Sunny,Relaxed,With Colleague,On-the-Go,6.0,Medium,Hot,None (Black),Low,Strong,Large,3.33,Decaf Latte
Tuesday,Afternoon,Cloudy,Energetic,Alone,Cafe,5.8,Medium,Hot,Whole Milk,None,Medium,Large,7.28,Cold Brew
Sunday,Afternoon,Sunny,Tired,With Friends,Office,6.8,Medium,Iced,Whole Milk,None,Medium,Medium,3.62,Iced Latte
Friday,Morning,Rainy,Tired,Alone,On-the-Go,6.6,Low,Hot,None (Black),Medium,Light,Medium,4.79,Americano
Tuesday,Morning,Sunny,Tired,With Friends,Home,5.4,Medium,Hot,Whole Milk,None,Medium,Medium,3.07,Americano
Saturday,Morning,Cold/Snowy,Stressed,On a Date,On-the-Go,3.2,Medium,Hot,Whole Milk,Low,Decaf,Medium,5.52,Americano
Saturday,Afternoon,Cold/Snowy,Relaxed,Alone,On-the-Go,5.0,Medium,Hot,Oat Milk,None,Light,Medium,4.38,Cold Brew
Saturday,Evening,Cold/Snowy,Tired,With Friends,Cafe,5.7,High,Iced,None (Black),Low,Medium,Medium,4.27,Americano
Sunday,Afternoon,Rainy,Energetic,With Colleague,Office,6.1,Low,Hot,Almond Milk,Medium,Light,Medium,6.63,Americano
Tuesday,Morning,Cloudy,Energetic,Alone,Home,4.8,High,Hot,Whole Milk,Medium,Strong,Medium,2.55,Flat White
Saturday,Morning,Sunny,Energetic,Alone,Office,5.8,Medium,Hot,None (Black),Medium,Strong,Medium,6.49,Flat White
Thursday,Afternoon,Sunny,Tired,With Friends,Office,4.8,High,Hot,None (Black),Low,Light,Medium,5.36,Iced Latte
Saturday,Morning,Sunny,Tired,Alone,Cafe,6.3,Medium,Hot,Whole Milk,High,Light,Medium,7.43,Espresso
Friday,Evening,Rainy,Tired,Alone,Cafe,4.9,Medium,Hot,None (Black),Medium,Strong,Medium,5.45,Latte
Saturday,Evening,Rainy,Tired,With Colleague,On-the-Go,5.2,High,Hot,None (Black),Low,Strong,Medium,2.78,Cold Brew
Friday,Afternoon,Rainy,Tired,Alone,Home,4.5,High,Hot,None (Black),Low,Strong,Large,2.75,Latte
Tuesday,Morning,Sunny,Tired,On a Date,Cafe,6.3,Low,Iced,Whole Milk,High,Strong,Medium,6.92,Espresso
Thursday,Morning,Rainy,Stressed,With Colleague,On-the-Go,5.2,Low,Hot,Whole Milk,Low,Strong,Medium,6.71,Espresso
Sunday,Morning,Cloudy,Tired,With Friends,Cafe,7.9,Medium,Hot,None (Black),Medium,Medium,Medium,4.23,Americano
Sunday,Morning,Rainy,Melancholic,Alone,Home,7.1,High,Iced,Whole Milk,Low,Medium,Medium,5.59,Americano
Monday,Morning,Cloudy,Tired,Alone,Home,6.4,Medium,Iced,Oat Milk,None,Strong,Medium,4.95,Espresso
Tuesday,Afternoon,Sunny,Tired,Alone,Home,5.3,Medium,Hot,None (Black),Medium,Medium,Small,7.34,Latte
Monday,Afternoon,Cloudy,Energetic,With Colleague,Office,7.1,Medium,Iced,Oat Milk,Medium,Strong,Large,7.25,Espresso
Friday,Morning,Rainy,Tired,Alone,Office,7.5,High,Iced,Whole Milk,Low,Medium,Small,7.42,Americano
Saturday,Morning,Sunny,Relaxed,Alone,On-the-Go,6.7,Medium,Hot,Almond Milk,Medium,Strong,Medium,6.83,Latte
Tuesday,Morning,Sunny,Tired,Alone,Office,8.9,Medium,Hot,None (Black),None,Medium,Small,7.05,Espresso
Thursday,Morning,Rainy,Melancholic,Alone,Office,7.2,High,Hot,Almond Milk,Medium,Medium,Small,3.59,Americano
Saturday,Evening,Cloudy,Relaxed,Alone,Office,7.9,Medium,Hot,Whole Milk,High,Medium,Medium,6.66,Cold Brew
Friday,Morning,Rainy,Energetic,With Friends,Cafe,6.7,Medium,Hot,Whole Milk,Medium,Strong,Medium,6.04,Espresso
Thursday,Morning,Sunny,Energetic,Alone,On-the-Go,7.5,Medium,Hot,Whole Milk,Low,Medium,Large,7.31,Espresso
Friday,Morning,Cold/Snowy,Stressed,Alone,Cafe,5.3,Medium,Iced,None (Black),Low,Strong,Medium,5.36,Americano
Thursday,Evening,Cloudy,Energetic,Alone,Office,5.8,Medium,Hot,Almond Milk,Medium,Strong,Medium,2.93,Latte
Tuesday,Afternoon,Rainy,Stressed,With Friends,Office,7.0,Low,Hot,Whole Milk,Low,Medium,Medium,5.49,Latte
Thursday,Morning,Rainy,Tired,With Friends,On-the-Go,7.0,Medium,Hot,None (Black),Low,Strong,Medium,5.93,Americano
Friday,Afternoon,Sunny,Tired,Alone,Office,7.3,Medium,Hot,None (Black),High,Medium,Large,3.6,Cold Brew
Saturday,Afternoon,Rainy,Energetic,With Friends,Home,8.2,Medium,Iced,None (Black),Low,Light,Medium,4.47,Americano
Friday,Night,Sunny,Energetic,Alone,Home,4.4,Medium,Hot,Whole Milk,Low,Light,Medium,5.49,Macchiato
Saturday,Morning,Cold/Snowy,Relaxed,On a Date,Home,5.0,Medium,Hot,Whole Milk,None,Strong,Large,4.37,Espresso
Tuesday,Evening,Rainy,Tired,Alone,Cafe,6.8,Medium,Hot,Whole Milk,None,Medium,Small,4.37,Espresso
Thursday,Evening,Rainy,Relaxed,With Friends,Home,5.4,Medium,Iced,None (Black),None,Light,Medium,3.17,Latte
Monday,Evening,Rainy,Tired,With Colleague,Home,10.0,Medium,Hot,Whole Milk,High,Medium,Medium,7.2,Latte
Tuesday,Afternoon,Cold/Snowy,Energetic,With Colleague,Home,7.3,Medium,Hot,Whole Milk,Low,Medium,Small,6.25,Espresso
Friday,Afternoon,Cloudy,Tired,Alone,Office,6.4,High,Hot,None (Black),Low,Light,Medium,2.51,Latte
Sunday,Morning,Rainy,Energetic,Alone,Office,5.7,Medium,Iced,None (Black),Medium,Medium,Small,6.33,Latte
Monday,Afternoon,Cloudy,Tired,With Friends,Cafe,5.8,Medium,Hot,None (Black),Medium,Medium,Large,6.2,Flat White
Wednesday,Afternoon,Rainy,Energetic,Alone,Home,6.5,Medium,Iced,Almond Milk,Medium,Light,Medium,2.55,Cold Brew
Saturday,Afternoon,Rainy,Relaxed,With Colleague,Home,6.7,Medium,Hot,Whole Milk,None,Medium,Large,4.35,Latte
Tuesday,Morning,Sunny,Energetic,With Friends,Office,5.8,Medium,Hot,Almond Milk,Medium,Medium,Medium,5.53,Espresso
Thursday,Afternoon,Rainy,Energetic,With Friends,Office,6.1,Medium,Hot,None (Black),None,Decaf,Medium,4.76,Latte
Friday,Evening,Sunny,Relaxed,Alone,Home,8.5,Medium,Hot,Oat Milk,None,Medium,Medium,6.39,Cappuccino
Friday,Morning,Cold/Snowy,Stressed,With Friends,Home,8.6,Medium,Iced,Whole Milk,None,Medium,Large,4.63,Americano
Tuesday,Evening,Sunny,Energetic,With Friends,On-the-Go,6.9,Medium,Iced,Whole Milk,None,Decaf,Small,3.27,Espresso
Wednesday,Afternoon,Cold/Snowy,Tired,With Colleague,Cafe,4.5,Low,Iced,None (Black),None,Light,Medium,7.38,Latte
Saturday,Evening,Rainy,Relaxed,Alone,Home,7.3,Medium,Hot,Whole Milk,Medium,Light,Medium,3.71,Cappuccino
Thursday,Morning,Rainy,Stressed,Alone,Home,8.8,Low,Iced,Almond Milk,None,Light,Large,6.09,Espresso
Monday,Morning,Rainy,Tired,Alone,On-the-Go,8.6,High,Hot,None (Black),Medium,Strong,Large,3.22,Americano
Saturday,Evening,Sunny,Tired,Alone,Cafe,7.6,High,Iced,None (Black),None,Medium,Medium,4.15,Espresso
Monday,Morning,Sunny,Relaxed,With Friends,Office,8.6,High,Iced,Whole Milk,None,Light,Small,4.71,Cappuccino
Friday,Evening,Sunny,Tired,With Colleague,Cafe,6.6,High,Hot,Almond Milk,Low,Light,Small,3.46,Latte
Tuesday,Morning,Rainy,Melancholic,Alone,Cafe,7.4,Medium,Iced,Whole Milk,High,Medium,Large,4.75,Americano
Sunday,Afternoon,Rainy,Tired,With Colleague,Cafe,5.5,High,Hot,None (Black),Medium,Strong,Medium,3.29,Americano
Wednesday,Morning,Cloudy,Relaxed,Alone,Office,6.9,Low,Hot,Whole Milk,High,Medium,Small,5.3,Cold Brew
Wednesday,Afternoon,Sunny,Energetic,Alone,Office,8.5,Low,Hot,Whole Milk,Medium,Light,Large,5.82,Cappuccino
Monday,Morning,Sunny,Energetic,Alone,Home,5.6,High,Hot,Oat Milk,Medium,Medium,Small,2.81,Flat White
Wednesday,Morning,Rainy,Relaxed,Alone,On-the-Go,5.2,Low,Hot,Oat Milk,Medium,Medium,Medium,6.86,Cappuccino
Saturday,Morning,Cold/Snowy,Energetic,With Colleague,Office,6.6,High,Iced,Whole Milk,Medium,Decaf,Medium,3.43,Cappuccino
Sunday,Morning,Cloudy,Energetic,Alone,Home,6.2,Medium,Hot,None (Black),None,Medium,Small,3.63,Cappuccino
Wednesday,Night,Rainy,Tired,With Friends,On-the-Go,7.5,High,Hot,Almond Milk,Low,Medium,Medium,5.81,Decaf Latte
Wednesday,Night,Rainy,Tired,Alone,On-the-Go,5.8,Low,Hot,Whole Milk,Low,Decaf,Small,4.84,Macchiato
Friday,Morning,Sunny,Tired,On a Date,On-the-Go,9.1,Medium,Hot,Almond Milk,Low,Medium,Medium,5.0,Americano
Sunday,Afternoon,Cold/Snowy,Stressed,Alone,On-the-Go,4.6,Low,Hot,Whole Milk,Low,Medium,Medium,3.14,Americano
Friday,Morning,Cloudy,Tired,Alone,On-the-Go,8.4,High,Hot,Oat Milk,None,Medium,Small,6.53,Espresso
Wednesday,Afternoon,Sunny,Tired,Alone,Home,5.4,Low,Hot,Oat Milk,Low,Medium,Large,5.59,Latte
Wednesday,Evening,Rainy,Energetic,Alone,Cafe,3.8,Medium,Hot,None (Black),None,Medium,Medium,3.18,Americano
Friday,Evening,Sunny,Stressed,Alone,Cafe,6.9,Low,Iced,Almond Milk,High,Medium,Medium,4.37,Espresso
Monday,Morning,Cold/Snowy,Stressed,With Colleague,Home,6.1,Low,Hot,None (Black),None,Medium,Medium,6.55,Americano
Friday,Afternoon,Sunny,Tired,With Friends,Home,4.8,Medium,Hot,Oat Milk,None,Medium,Small,5.34,Iced Latte
Wednesday,Morning,Rainy,Tired,With Friends,On-the-Go,4.0,Low,Iced,Almond Milk,Medium,Light,Large,3.04,Espresso
Saturday,Night,Sunny,Melancholic,Alone,Home,6.5,Medium,Iced,None (Black),Low,Medium,Medium,4.36,Decaf Latte
Monday,Morning,Cloudy,Tired,Alone,On-the-Go,8.0,Low,Hot,Whole Milk,None,Medium,Medium,3.71,Americano
Thursday,Afternoon,Cloudy,Relaxed,Alone,Home,7.4,Medium,Hot,Whole Milk,Low,Medium,Large,5.09,Americano
Thursday,Afternoon,Cloudy,Relaxed,On a Date,Home,6.6,Medium,Iced,Oat Milk,None,Strong,Medium,6.72,Cappuccino
Friday,Afternoon,Rainy,Relaxed,With Colleague,Office,7.2,Medium,Iced,Oat Milk,None,Strong,Medium,4.68,Cappuccino
Monday,Morning,Cold/Snowy,Tired,With Colleague,Home,6.5,Medium,Iced,Whole Milk,None,Light,Large,4.67,Espresso
Thursday,Evening,Sunny,Relaxed,With Colleague,Cafe,4.4,High,Hot,Oat Milk,Low,Strong,Medium,7.03,Cappuccino
Thursday,Morning,Sunny,Relaxed,Alone,Office,4.4,Low,Hot,None (Black),Medium,Medium,Medium,5.38,Espresso
Thursday,Afternoon,Sunny,Stressed,Alone,Home,6.2,Low,Hot,None (Black),Low,Medium,Medium,5.33,Flat White
Friday,Morning,Cold/Snowy,Tired,Alone,Home,6.3,Medium,Hot,Whole Milk,Medium,Strong,Large,3.81,Espresso
Friday,Morning,Sunny,Tired,Alone,Office,7.8,Medium,Hot,Whole Milk,None,Medium,Medium,5.54,Espresso
Saturday,Afternoon,Cloudy,Tired,Alone,Home,7.6,Medium,Hot,None (Black),Low,Medium,Medium,5.38,Espresso
Tuesday,Morning,Cloudy,Energetic,Alone,Cafe,7.4,Medium,Hot,Whole Milk,Medium,Strong,Large,4.48,Espresso
Saturday,Morning,Sunny,Stressed,With Friends,Office,6.1,High,Iced,Whole Milk,None,Light,Medium,7.45,Espresso
Thursday,Morning,Sunny,Energetic,With Colleague,Home,4.4,Low,Hot,Oat Milk,Medium,Medium,Small,6.91,Cold Brew
Monday,Morning,Sunny,Energetic,With Friends,Office,7.1,Medium,Hot,None (Black),Low,Medium,Medium,6.25,Cold Brew
Monday,Afternoon,Rainy,Energetic,On a Date,Home,7.3,Medium,Iced,Whole Milk,Medium,Strong,Medium,5.19,Americano
Wednesday,Evening,Sunny,Stressed,Alone,Home,3.0,Medium,Hot,Whole Milk,Low,Strong,Medium,4.81,Americano
Saturday,Morning,Sunny,Melancholic,Alone,Home,5.2,High,Hot,Almond Milk,Low,Light,Large,3.42,Espresso
Friday,Morning,Cold/Snowy,Tired,With Friends,On-the-Go,5.5,Medium,Hot,Whole Milk,Medium,Strong,Medium,4.03,Americano
Saturday,Morning,Cold/Snowy,Energetic,Alone,On-the-Go,6.7,High,Hot,Oat Milk,Medium,Medium,Medium,6.37,Latte
Thursday,Morning,Sunny,Tired,Alone,Cafe,5.3,Medium,Hot,Almond Milk,None,Strong,Medium,4.77,Espresso
Wednesday,Afternoon,Sunny,Stressed,Alone,Office,6.4,Low,Iced,Whole Milk,High,Medium,Medium,6.91,Latte
Monday,Afternoon,Sunny,Stressed,Alone,Home,6.2,Low,Hot,None (Black),None,Decaf,Medium,3.24,Espresso
Wednesday,Morning,Cloudy,Melancholic,Alone,Office,6.3,Medium,Iced,Oat Milk,None,Decaf,Small,5.04,Cappuccino
Wednesday,Morning,Cloudy,Tired,Alone,Cafe,5.4,Medium,Hot,Whole Milk,Low,Light,Medium,5.73,Espresso
Monday,Morning,Sunny,Melancholic,Alone,On-the-Go,5.5,Low,Hot,Whole Milk,Medium,Light,Large,5.08,Espresso
Tuesday,Evening,Sunny,Tired,With Friends,Home,4.9,Medium,Iced,Whole Milk,High,Strong,Medium,6.95,Cappuccino
Friday,Night,Cloudy,Stressed,Alone,Home,7.1,Medium,Hot,Oat Milk,Low,Light,Medium,7.45,Decaf Latte
Friday,Morning,Rainy,Tired,Alone,Cafe,7.4,Low,Hot,Almond Milk,None,Strong,Small,3.08,Espresso
Sunday,Morning,Sunny,Relaxed,Alone,Cafe,5.3,Medium,Hot,Almond Milk,Medium,Medium,Large,3.15,Cappuccino
Sunday,Evening,Rainy,Energetic,Alone,Cafe,8.8,High,Hot,None (Black),None,Medium,Large,3.15,Cappuccino
Friday,Evening,Sunny,Stressed,With Friends,Cafe,6.0,Medium,Hot,Whole Milk,Low,Light,Medium,5.91,Flat White
Wednesday,Morning,Sunny,Relaxed,With Colleague,On-the-Go,8.8,Medium,Iced,None (Black),Low,Strong,Medium,4.36,Espresso
Friday,Morning,Cloudy,Tired,With Friends,Office,5.5,Medium,Hot,None (Black),None,Medium,Medium,6.17,Espresso
Saturday,Morning,Cloudy,Tired,Alone,On-the-Go,3.5,Medium,Iced,Oat Milk,Low,Strong,Medium,4.53,Americano
Monday,Afternoon,Rainy,Relaxed,With Friends,On-the-Go,7.1,Low,Hot,Whole Milk,Low,Strong,Large,5.64,Espresso
Wednesday,Morning,Cold/Snowy,Tired,With Friends,Cafe,6.9,Medium,Hot,Whole Milk,Medium,Light,Small,6.35,Espresso
Saturday,Morning,Rainy,Tired,Alone,Office,6.6,Medium,Hot,Whole Milk,Medium,Light,Medium,5.24,Espresso
Wednesday,Afternoon,Cloudy,Energetic,Alone,Home,5.5,Medium,Hot,Oat Milk,None,Strong,Medium,5.2,Cappuccino
Thursday,Morning,Rainy,Stressed,Alone,Office,6.4,Low,Hot,None (Black),None,Strong,Medium,2.94,Americano
Thursday,Afternoon,Cold/Snowy,Tired,With Friends,Office,5.7,Low,Iced,None (Black),None,Medium,Medium,4.55,Americano
Tuesday,Morning,Cold/Snowy,Tired,With Friends,On-the-Go,6.0,High,Hot,Whole Milk,None,Medium,Small,5.23,Espresso
Wednesday,Morning,Sunny,Tired,Alone,Home,7.8,Medium,Hot,Whole Milk,Medium,Medium,Medium,4.81,Espresso
Wednesday,Afternoon,Cold/Snowy,Energetic,With Friends,Home,6.8,Medium,Iced,Almond Milk,High,Medium,Medium,7.0,Latte
Monday,Morning,Cloudy,Relaxed,Alone,Cafe,7.4,Medium,Hot,Oat Milk,Medium,Light,Medium,7.03,Cappuccino
Monday,Night,Cloudy,Melancholic,Alone,Home,6.2,High,Hot,Whole Milk,Medium,Medium,Small,6.61,Decaf Latte
Saturday,Afternoon,Sunny,Stressed,On a Date,Office,6.0,Medium,Hot,Oat Milk,Low,Light,Medium,4.38,Iced Latte
Tuesday,Morning,Cloudy,Tired,On a Date,Office,4.8,Medium,Hot,None (Black),Low,Medium,Medium,6.09,Espresso
Thursday,Afternoon,Cold/Snowy,Melancholic,Alone,Office,5.9,High,Hot,Oat Milk,High,Strong,Large,4.48,Flat White
Tuesday,Morning,Sunny,Energetic,Alone,Home,3.0,Medium,Hot,None (Black),High,Strong,Large,3.66,Latte
Sunday,Evening,Cold/Snowy,Tired,Alone,On-the-Go,5.6,Low,Hot,Oat Milk,Low,Strong,Medium,4.21,Latte
Tuesday,Morning,Sunny,Melancholic,Alone,Office,6.4,Low,Iced,Whole Milk,None,Strong,Small,2.85,Latte
Wednesday,Afternoon,Sunny,Relaxed,With Colleague,On-the-Go,7.3,High,Iced,None (Black),Medium,Medium,Medium,4.16,Iced Latte
Saturday,Morning,Rainy,Stressed,On a Date,Office,6.1,High,Iced,None (Black),None,Strong,Medium,4.8,Americano
Saturday,Morning,Rainy,Stressed,With Friends,Home,7.0,Medium,Hot,Whole Milk,Medium,Strong,Small,7.28,Espresso
Tuesday,Evening,Rainy,Tired,Alone,Home,3.2,Medium,Hot,Whole Milk,Medium,Strong,Small,4.07,Americano
Saturday,Evening,Sunny,Tired,With Friends,Home,6.4,Medium,Hot,None (Black),None,Medium,Medium,7.01,Cappuccino
Thursday,Morning,Cold/Snowy,Stressed,Alone,Office,4.0,Medium,Hot,Whole Milk,High,Light,Large,3.64,Espresso
Thursday,Morning,Sunny,Tired,With Colleague,Home,4.7,Medium,Hot,Whole Milk,High,Decaf,Large,3.45,Espresso
Monday,Evening,Sunny,Energetic,With Colleague,Office,6.2,Low,Hot,Whole Milk,High,Light,Small,5.09,Americano
Monday,Evening,Sunny,Relaxed,With Friends,Office,8.4,High,Hot,Oat Milk,Low,Strong,Medium,5.86,Latte
Friday,Morning,Rainy,Relaxed,Alone,Home,7.1,High,Iced,None (Black),None,Medium,Small,2.72,Espresso
Thursday,Morning,Cold/Snowy,Energetic,Alone,Home,6.5,Medium,Hot,Whole Milk,Low,Strong,Medium,3.61,Americano
Wednesday,Morning,Cloudy,Relaxed,Alone,Cafe,6.5,Medium,Iced,Almond Milk,Low,Medium,Medium,4.78,Cappuccino
Friday,Evening,Cloudy,Relaxed,With Colleague,On-the-Go,5.4,Low,Iced,Whole Milk,None,Medium,Medium,4.16,Americano
Saturday,Morning,Sunny,Stressed,Alone,Home,5.7,Medium,Hot,Whole Milk,Low,Decaf,Medium,6.06,Americano
Tuesday,Morning,Rainy,Tired,Alone,Home,7.1,Medium,Hot,Whole Milk,Medium,Light,Small,5.06,Espresso
